"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","팩스번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도","담당자이메일","도서관 소개","설립연도","회원가입요건","대출안내","교통편","층별 설명"
"25","서울특별시교육청고덕평생학습관","0010","강동구","서울특별시 강동구 고덕동길 295 (고덕2동 296)","02-6902-2600","","http://gdllc.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","24주 월요일 및 법정공휴일","공공도서관","37.55930391","127.1579066","","<p> 	우리도서관 소개 우리학습관은 1984년 고덕도서관으로 개관한 이래 지역주민의 정보욕구 와 독서생활화에 기여하고자 노력하여 왔습니다. 이제 세계화정보화 시대를 대비하여 서울시 교육청조례 제3561호 에 근거하여 1999. 7. 16일자로 고덕평생학습관으로 거듭나게 되었습니 다. 열린학습관으로 지역주민의 삶의 질을 높이고 여러분의 생활속에 자리매 김할 수 있도록 더욱 노력하여 지역평생학습센타로서의 역할을 다하고자 합니다.</p> ","19840830","- 가입대상 : 주민등록상 서울시 거주자 및 서울 소재 직장인 재학생 - 가입방법(구비서류) : 주민등록번호와 현주소를 확인할 수 있는 신분증","3권 2주 / 1회(7일) 반납연기 가능(당일연기 불가)","- 대중 교통편","- 지하1층 : 매점 - 1층 : 안내실 평생교육1실 종합자료실 간행물실 디지털자료실 어린            이실 사무실 - 2층 : 평생교육2실 일반열람실 시청각실 휴게실"
"1260","서원마을작은도서관","0010","강동구","서울특별시 강동구 올림픽로 936 2층(암사동) 마을회관 2층","070-8825-1410","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.56400935","127.1333801","","","20120315","","","",""
"2006","성내PLUS작은도서관","0010","강동구","서울특별시 강동구 성내로3길18 지하1층","070-8812-0124","","","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.53081531","127.1228364","","","","","","",""
"1261","솔향기북카페","0010","강동구","서울특별시 강동구 고덕로97길 20 관리사무소 2층(강일동) 관리동 2층","02-427-6695","427-6676","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 10:00~13:00","일 법정공휴일","작은도서관","37.57900841","127.1719981","","","20110119","","","",""
"147","아람작은도서관","0010","강동구","서울특별시 강동구 양재대로84길 31  2층 (둔촌동)","02-475-9948 070-8151-9718","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토?일?공휴일 매월 마지막 주 화요일","작은도서관","37.53131068","127.1497915","","","19951114","","","",""
"1849","아빠하우스작은도서관","0010","강동구","서울특별시 강동구 구천면로 279 B102호","02-486-7785","","","평일 : 화 수 목 금:14:00~18:00 주말 : 휴관일","월 토 일 법정공휴일","작은도서관","37.54506356","127.1328948","","","","","","",""
"145","안말작은도서관","0010","강동구","서울특별시 강동구 풍성로37가길 62 (성내동) 성내2동주민센터 2층","02-488-2392","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.53242851","127.1295401","","","19951101","","","",""
"2655","엘림작은도서관","0010","강동구","서울특별시 강동구 천호대로 1095(천호동) 511호","","","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.5359422069464","127.133662259698","","","","","","",""
"132","옹기종기작은도서관","0010","강동구","서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내 2층","02-2600-7324","3784-7778","http://lib.gangseo.seoul.kr/","평일 : 10:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.52925099","127.1429858","","","20111219","","","",""
"2423","작은도서관 웃는책(구 천일어린이도서관)","0010","강동구","서울특별시 강동구 구천면로42길 60(천호동) 12층","02-478-8600","","http://www.gdlibrary.or.kr/small/","평일 : 09:30~18:30 주말 : 토:10:00~17:00","일 법정공휴일","작은도서관","37.55469166","127.1516834","","","","","","",""
"2003","좋은땅꿈나책작은도서관","0010","강동구","서울특별시 강동구 풍성로37가길 58 (성내동) 2층","070-4422-6911","","","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.52925099","127.1429858","","","","","","",""
"2004","주영광작은도서관","0010","강동구","서울특별시 강동구 양재대로115길 28 (길동) 3층","02-489-5259","","","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.53245682","127.1292287","","","","","","",""
"138","채우리작은도서관","0010","강동구","서울특별시 강동구 고덕로24길 49 1층(암사동) 암사1동자치회관 1층","02-481-6152","","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.53921083","127.1388733","","","19950630","","","",""
"135","책꾸러미작은도서관","0010","강동구","서울특별시 강동구 상암로 260 2층(명일동) 명일2동주민센터 2층","02-442-3982","","http://www.gdlibrary.or.kr/small/","평일 : 13:00~17:00 주말 : 휴관일","토 일 법정공휴일","작은도서관","37.55236421","127.1357035","","","19951114","","","",""
"1562","초대구름도서관","0010","강동구","서울특별시 강동구 상암로 27나길 13 2층 2층","02-477-1004","02-479-1004","chodaicloud.modoo.at","평일 : 11:00~18:00 주말 : 09:00~16:00","월요일","작은도서관","37.54752943","127.1371075","","","20140416","","","",""
"148","파랑새작은도서관","0010","강동구","서울특별시 노원구 상계로 118 상계2동주민센터 2층 ","02-2116-2775","","www.nowonlib.kr","평일 : 09:00~18:00 주말 : 10:00~13:00","매주 일요일","작은도서관","37.53097878","127.1496891","","","19951030","","","",""
"76","한국시각장애인복지재단점자도서관[이동도서관]","0010","강동구","서울특별시 강동구 구천면로 645 한국시각장애인복지관","02-440-5201","(02) 440 - 5219","http://www.hsb.or.kr","평일 : 09:00~18:00 주말 : 12:00~14:00","일요일 및 법정공휴일","장애인도서관","37.5510679","127.1670404","","감사합니다. <p> 한국시각장애인복지재단점자도서관 입니다.","19890220","","","",""
"77","한국점자도서관","0010","강동구","서울특별시 강동구 상암로4가길 32 암사2동새마을문고","02-3426-7411~4","","http://infor.kbll.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토 일 법정공휴일","장애인도서관","37.5516504","127.1250445","","본 도서관은 1969년 시각장애인이셨던 고 육병일관장님께서 자신의 사재를 털어 설립한 한국 최초의 점자도서관으로 지난 41년간 시각장애인들의 지식 정보 환경의 근간을 만드는데 최선을 다하여 왔습니다. 80년대에는 찾아가는 이동도서관 시대를 열었고 시각장애인들의 사회참여를 위한 정부간행물 보급 사업을 시작하였으며 사회 환경이 디지털로 들어서면서 가장 먼저 인터넷 전자도서관을 개관하고 국제적인 디지털토킹북을 도입하여 서비스함으로 시각장애인들의 디지털 독서환경을 조성하였습니다. 지난 2000년부터는 시각장애인을 넘어 노환이나 다양한 불편으로 인하여 독서에 장애를 갖고 있는 전 국민 20%에 달하는 독서 장애인들에게까지 서비스를 확대하였고 촉각도서 묵점자혼용도서 점자라벨도서 등을 개발 활용함으로 장애아동들의 독서환경의 새 장을 열어주었습니다.   또한 단순히 자료 봉사를 넘어 다양한 문화프로그램을 개발하여 시각 및 독서 장애인들의 문화를 느끼고 향유하도록 하였으며 두 번에 걸쳐 국제컨퍼런스를 개최함으로 한국의 장애인서비스의 국제화에 기여하였습니다.  한국점자도서관이 이렇게 발전해 올 수 있었던 것은 하나님의 은총과 아낌없는 사랑을 보내주신 후원회원 봉사회원 기업들이 있었기 때문입니다.  앞으로도 한국점자도서관이 더욱더 발전해 갈 수 있도록 지속적인 관심 부탁드립니다.   감사합니다.  ","19690128","","","",""
"124","함께크는우리","0010","강동구","서울특별시 강동구 고덕로61길 104(고덕동)","02-428-4686","428-4683","http://cafe.daum.net/dokkebiya","평일 : 10:00~18:00 주말 : 10:00~13:00","일요일 법정공휴일","작은도서관","37.559302686082","127.151682704341","","","20070721","","","",""
"139","해오름작은도서관","0010","강동구","서울특별시 강동구 상암로3길 28 2층(암사동) 암사2동주민센터 2층","02-3426-3070","3426-3070","http://www.gdlibrary.or.kr/small/","평일 : 10:00~17:00 주말 : 휴관일","매월 셋째주 금 및 토?일?공휴일","작은도서관","37.56665973","127.1384372","","","19970714","","","",""
"142","햇살작은도서관","0010","강동구","서울특별시 서대문구 세검정로1길 45 홍은1동자치회관 ","02-330-8461","","lib.sdm.or.kr","평일 : 09:00~18:00 주말 : 휴관일","토일요일공휴일","작은도서관","37.55044679","127.1398729","","","19950630","","","",""
"2652","행복책방sh작은도서관","0010","강동구","서울특별시 강동구 고덕로97길 100(강일동) 1104동 1층","02-442-9660","","","평일 : 18:00~23:00 주말 : 10:00~17:00","법정공휴일","작은도서관","37.5627349985858","127.179992858104","","","","","","",""
"2654","허브작은도서관","0010","강동구","서울특별시 강동구 천호대로200길 15-12(둔촌동) 1층","02-417-0405","","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.5360354723703","127.150148175068","","","","","","",""
"2147","희망샘작은도서관","0010","강동구","서울특별시 강동구 풍성로35길 53(성내동)  602호","02-484-1149","","","평일 : 10:00~17:00","토 일 법정공휴일","작은도서관","37.53397665","127.1252752","","","","","","",""
"155","CMS영어작은도서관","0021","강북구","서울특별시 강북구 삼양로74길 70 2층","","","","평일 : 13:00~18:30 주말 : 09:00~16:00","토요일 공휴일","작은도서관","37.6299922","127.0216208","","","20100812","","","",""
"32","강북문화정보도서관","0021","강북구","서울특별시 강북구 오현로 145","02-944-3100","02-944-3139","http://www.gblib.or.kr/gangbuk/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째/넷째 월요일 및 법정 공휴일","공공도서관","37.6251151","127.0360795","","<p> 	- 도서관에 관한 간략한 소개(도서관의 특징 자랑거리 등) 우리 도서관은 서울 강북구 소재 강북구립도서관으로 2001년에 개관하였으며 일반적인 도서자료의 서비스외에 VOD 동영상서비스 디지털자료실 컴퓨터교육장등을 갖춘 종합정보도서관임.</p> ","20010605"," 주민등록상 서울시거주자 서울 재직 재학중인 자 ","1관당 5권 이내(총35권)  기본 14일 연기 7일","ㅇ 수유역 1번 출구(교보빌딩 앞) - 마을버스 1124번 - 강북문화정보센터앞 하차 ㅇ 미아삼거리역 3번 출구(강북CGV 앞) - 마을버스 1124번 - 강북문화정보센터 하차 ㅇ 미아삼거리역 2번 출구(배스킨라빈스 앞)- 마을버스 5번 - 강북문화정보센터 하차","- 지하1층 : 식당 서고 기계실   - 1층 : 안내데스크 연속간행물 회원증발급실 새싹열람실 초등열람실           문화대학3 사무실   - 2층 : 문학자료실 종합자료실   - 3층 : 일반열람실 1 2 수서실 지역정보센터   - 4층 : 문화대학 1 2 4 시청각실"
"1582","강북새희망도서관","0021","강북구","서울특별시 강북구 삼양로 91가길 2 2층 2층","02-991-5133","","http://cafe.daum.net/01089065133","평일 : 13:00~19:00 주말 : 휴관일","토요일일요일","작은도서관","37.63681136","127.0159405","","","","","","",""
"33","강북청소년문화정보도서관","0021","강북구","서울특별시 강북구 삼양로54길 68","02-944-3140","02-944-3149","http://www.gblib.or.kr/youth/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째/넷째 월요일 및 법정 공휴일","공공도서관","37.62307414","127.0215511","","<p> 	지역의 작은 규모의 도서관이지만 종합자료실과 일반열람실 전자정보실 등 필요한 시설을 갖추고 있으며 특히 일반열람실의 경우 큰 도로에 인접해 있지 않아 학생들의 학습분위기 조성이 잘 되어 있다.</p> ","20011220"," 서울시민 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권)   기본 14일 연기 7일","교통편 간선버스(청색): 104번 109번 144번 410번 지선버스(녹색): 1128번 1166번 - 삼양시장 하차(도보5분) - 미아8동사무소앞(도보5분) 지하철 : 미아역 5번출구 (도보10분) 마을버스 : 강북10번 GS25하차 (도보5분)","- 지하1층 : 시청각실 기계실 통제실   - 1층 : 동사무소  - 2층 : 종합자료실 사무실  - 3층 : 일반열람실 내부도면 구 분 내  용  시청각실 (지하1층)  ① 기계실  ② 지하로비 휴게실  ③ 시설 담당 사무실  ④ 시청각실   - 이용대상 : 구분 없음   - 주요설비 : 관람석 79석   무대조명기기 방송설비스크림  동사무소 (1층)  미아8동 사무소 민원실 및 행정실  자료열람실 사무실 (2층)  ① 사무실 - 서무 자료봉사  ② 자료열람실    - 자료 : 아동도서 일반도서             연속간행물 점자도서    - 이용대상 : 이용구분 없음    - 주요설비 : 검색용 달말기             문자확대기 복사기  일반열람실 휴게실 (3층)  ① 휴게실     - 식탁용 테이블     - 커피 및 음료 자판기  ② 일반열람실 (132석)  일반열람실 전자정보실 (4층)  ① 옥외휴게실  ② 전자정보실     - 이용대상 : 중학생 이상     - 주요설비       컴퓨터 30대 DVD 6대       프린터기  - 4층 : 전자정보실 일반열람실"
"1975","겨자씨작은도서관","0021","강북구","서울특별시 강북구 삼양로 27길 35 삼양제일교회 ","02-988-0531","","","평일 : 09:00~18:00 주말 : 09:00~18:00","월요일","작은도서관","37.6184596","127.0194136","","","","","","",""
"1703","국립재활원재활연구소도서실","0021","강북구","서울특별시 강북구 삼각산로 58 국립재활원 재활연구소 3층","02-901-1647","","http://nrc.egentouch.com/main.do?action=main","평일 : 08:30~17:30 주말 : 휴관일","토요일일요일 법정공휴일","","37.63915539","127.0108963","","","","","","",""
"2424","꼴찌만화방작은도서관 ","0021","강북구","서울특별시 강북구 숭인로 5길 14 ","","","","평일 : 11:00~19:00 주말 : 11:00~19:00","법정공휴일","작은도서관","37.61237679","127.0233397","","","","","","",""
"2425","꿈꾸는문고","0021","강북구","서울특별시 강북구 삼각산로 140 4층 ","07070-4249-7091","","","평일 : 09:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.6408896","127.0175027","","","","","","",""
"1904","꿈이익어가는작은도서관","0021","강북구","서울특별시 강북구 삼양로 106-1 1층","","","","평일 : 11:30~18:00 주말 : 11:30~18:00","월요일","작은도서관","37.6133967","127.0222809","","","","","","",""
"1583","꿈익는책마을어린이도서관","0021","강북구","서울특별시 강북구 삼양로47길 9 삼양동 종합복지센터 2층 2층","02-945-1305","","https://sy.winbook.kr","평일 : 09:00~17:30 주말 : 10:00~13:00","일요일","작은도서관","37.62293571","127.0185412","","","","","","",""
"2657","다솔작은도서관","0021","강북구","서울특별시 강북구 인수봉로 12 2층","","","","","","작은도서관","37.6210809272266","127.012634558903","","","","","","",""
"2426","닻별작은도서관","0021","강북구","서울특별시 강북구 한천로109가길 8 103호","","","","평일 : 13:00~19:00 주말 : 13:00~19:00","토 일요일","작은도서관","37.6276632","127.0400769","","","","","","",""
"1584","동은작은도서관","0021","강북구","서울특별시 강북구 4.19로13길 4 4층","02-6080-8927","","","평일 : 10:00~18:00 주말 : 09:00~12:00","일요일 공휴일","작은도서관","37.64383521","127.0110662","","","","","","",""
"169","미아동새마을문고","0021","강북구","서울특별시 강북구 솔매로 49길 14 미아동주민자치센터 2층","02-3778-4069","","http://moongo.gangbuk.go.kr/www/com/?libno=2","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일 법정공휴일","작은도서관","37.63251143","127.0283215","","","19970711","","","",""
"1378","미아문화정보도서관","0021","강북구","서울특별시 강북구 솔매로49길 14","02-944-3180","","http://www.gblib.or.kr/mia/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째/넷째 월요일 및 법정공휴일","공공도서관","37.62709228","127.0269757","","안녕하십니까. <p>  도심속의 쉼터 미아문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2013년 개관하여 강북지역 공공도서관으로서의 역할을 다하겠습니다.<p>  앞으로도 우리 미아문화정보도서관은 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.<p>  구민의 발전적이고 애정 어린 조언과 격려를 부탁드리는 바입니다.<p>  감사합니다. ","20130510"," 서울시민 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권) 기본 14일 연기 7일","",""
"151","밝은작은도서관","0021","강북구","서울특별시 강북구 삼양로 19길 74 엄마손마트 지하","02-980-7798","","http://cafe.naver.com/lightsmallibrary/","평일 : 09:00~17:00 주말 : 휴관일","토요일일요일","작은도서관","37.61639737","127.0190458","","","20041206","","","",""
"173","번1동새마을문고","0021","강북구","서울특별시 강북구 한천로 996 번1동 임시청사 4층","02-3778-4267","901-2269","http://moongo.gangbuk.go.kr/www/com/?libno=6","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.63776286","127.0305845","","","19961121","","","",""
"1585","번2동새마을문고","0021","강북구","서울특별시 강북구 한천로 897 번2동주민센터 2층","02-3778-4319","","http://moongo.gangbuk.go.kr/www/com/?libno=7","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.63247391","127.0385158","","","","","","",""
"175","번3동새마을문고","0021","강북구","서울특별시 강북구 한천로 105길 21 번3동주민센터 2층","02-3778-4367","901-2089","http://moongo.gangbuk.go.kr/www/com/?libno=8","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.62579675","127.0465047","","","19950301","","","",""
"1977","번동꿈나무작은도서관","0021","강북구","서울특별시 강북구 오현로31길 21 201호(번동)","","","","평일 : 15:00~19:00 주말 : 휴관일","토요일 일요일 법정공휴일","작은도서관","37.62960188","127.0387461","","","","","","",""
"152","벧엘도서관","0021","강북구","서울특별시 강북구 삼양로 19길 109 삼각산 아이원 아파트 상가 내 지하","02-989-5590","","","평일 : 10:00~16:00 주말 : 10:00~13:00(토) 10:00~15:00(일)","월요일","작은도서관","37.61616064","127.0173591","","","20101213","","","",""
"162","별빛초롱문고","0021","강북구","서울특별시 강북구 삼각산로 157 2층 ","02-994-1318","994-1319","www.nayot.org","평일 : 08:00~21:00 주말 : 09:00~18:00","일요일 공휴일","작은도서관","37.64190283","127.0211966","","","20081024","","","",""
"1586","북한산둘레길북카페","0021","강북구","서울특별시강북구 4.19로 28길 10 북한산둘레길 북카페","02-940-3754","","","평일 : 09:00~17:30 주말 : 09:00~17:30","월요일","작은도서관","37.64320846","127.0023678","","","","","","",""
"172","삼각산동새마을문고","0021","강북구","서울특별시 강북구 솔샘로 174(미아동) SK 아파트 제 1관리사무소 1층","070-8825-0858","","http://moongo.gangbuk.go.kr/www/com/?libno=5","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.61784278","127.035569","","","20040220","","","",""
"2134","삼각산어린이도서관","0021","강북구","서울특별시 강북구 삼양로 299(수유동)","02-944-3170","","http://www.gblib.or.kr/suyu/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째 넷째 월요일 및 정부지정 공휴일","공공도서관","37.63005002","127.0175582","","","","","","",""
"1972","삼각산어린이도서관","0021","강북구","서울특별시 강북구 삼양로19길 34","02-944-3190","","https://www.gblib.or.kr/kids/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월 둘째 넷째 월요일 및 정부지정 공휴일","작은도서관","37.63005002","127.0175582","","","","","","",""
"168","삼양동새마을문고","0021","강북구","서울특별시 강북구 삼양로 268 삼양동주민센터 2층","02-3778-4042","","http://moongo.gangbuk.go.kr/www/com/?libno=1","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일 법정공휴일","작은도서관","37.62734029","127.0183669","","","19961202","","","",""
"1704","성바오로딸수도회도서관","0021","강북구","서울특별시 강북구 오현로7길 34 성바오로딸수도회","02-944-0800","","http://fsp.egentouch.com","평일 : 09:30~18:30 주말 : 휴관일","일요일 토요일 오후 교회 대축일 중 본회가 정한 축일","","37.61836537","127.0324154","","","","","X (열람 및 복사 가능) ","",""
"34","솔샘문화정보도서관","0021","강북구","서울특별시 강북구 솔샘로 177(미아동)","02-944-3150","02-944-3159","http://www.gblib.or.kr/solsem/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월첫째/셋째월요일및법정공휴일","공공도서관","37.62047806","127.0124026","","<p> 	솔샘문화정보센터는 강북문화정보센터를 중심으로 강북청소년문화정보센터와 유기적으로 운영되어 강북구민과 인접구민들에게 명실상부한 구립도서관으로 인정받고 있으며 주변지역 집단거주지(S.K/벽산아파트) 및 교육기관(미양초교 삼양초교 길음초교 삼각산 초;중교 수유 초;중교 화계중교 혜화여고)등의 입지여건이 좋으며 회원확충을 위한 제도개선(회원가입 연령 및 지역 확대 등)을 추진하고 이용자를 위한 부가서비스(문자안내서비스 등)를 기획하여 기존고객과 잠재고객의 도서관에 대한 관심과 애정을 이끌어내는 내실화 전략으로 경영환경을 개선 및 공기관으로서의 이미지 제고를 위한 다양한 공익 프로그램을 추진하고 있습니다.</p> ","20050104"," 서울시민 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권)  기본 14일 연기 7일 ","미아삼거리역 3번출구(외한은행앞) 1115 1165번 버스이용 미양초교앞 하차",""
"1272","송중동새마을문고","0021","강북구","서울특별시 강북구 오패산로 162 송중동 주민센터 3층","02-3778-4119","901-2039","http://moongo.gangbuk.go.kr/www/com/?libno=3","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일 공휴일","작은도서관","37.61612193","127.0337807","","","19950701","","","",""
"170","송중문화정보도서관","0021","강북구","서울특별시 강북구 도봉로 20나길 6(미아동)","02-944-3160","02-944-3169","http://www.gblib.or.kr/songjung/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월첫째/셋째월요일및법정공휴일","공공도서관","37.61831389","127.0299377","","안녕하십니까.<p>  도심속의 쉼터 송중문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2010년 개관한 이래로 강북지역 공공도서관으로서의 역할을 다하기 위해 항상 노력하고 있습니다.<p>  앞으로도 우리 송중문화정보도서관은 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.<p>  구민의 발전적이고 애정 어린 조언과 격려를 부탁드리는 바입니다.<p>  감사합니다. ","20100302"," 서울시민 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권)  기본 14일 연기 7일 ","",""
"171","송천동새마을문고","0021","강북구","서울특별시 강북구 솔샘로 284 송천동주민센터 2층","02-3778-4168","901-2049","http://moongo.gangbuk.go.kr/www/com/?libno=4","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.61829732","127.0238508","","","19950301","","","",""
"2427","송천북카페","0021","강북구","서울특별시 강북구 숭인로 39 (송천센트레빌) 461","02-989-6517","","","평일 : 09:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.61249095","127.0250974","","","","","","",""
"1448","송천아름인도서관","0021","강북구","서울특별시 강북구 솔샘로 271 송천아름인지역아동센터 3층 송천아름인지역아동센터 3층","02-984-2237","02-984-2238","http://cafe.daum.net/2009song","평일 : 11:00~19:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.61906174","127.0228658","","","20130724","","","",""
"1978","수유1동새마을문고","0021","강북구","서울특별시 강북구 삼양로 299 수유1동 주민센터 2층","02-3778-4466","","http://moongo.gangbuk.go.kr/www/com/?libno=9","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.63005002","127.0175582","","","","","","",""
"177","수유2동새마을문고","0021","강북구","서울특별시 강북구 한천로 1117 수유2동주민센터 2층","02-3778-4719","","http://moongo.gangbuk.go.kr/www/com/?libno=10","평일 : 10:00~18:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.64464425","127.0198896","","","20090101","","","",""
"178","수유3동새마을문고","0021","강북구","서울특별시 강북구 노해로 36 수유3동주민센터 2층","02-3778-4768","","http://moongo.gangbuk.go.kr/www/com/?libno=11","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.63872001","127.0231503","","","19950301","","","",""
"167","수유마을작은도서관","0021","강북구","서울특별시 강북구 도봉로 71길 26 2층","02-988-0304","986-9171","http://cafe.naver.com/suyulibrary/6","평일 : 09:00~18:00 주말 : 09:00~15:00","일요일 공휴일","작은도서관","37.63155713","127.0224509","","","20101201","","","",""
"176","수유문화정보도서관","0021","강북구","서울특별시 강북구 삼양로 299(수유동)","02-944-3170","02-944-3179","http://www.gblib.or.kr/suyu/","평일 : 09:00~18:00 주말 : 09:00~17:00","매월첫째/셋째월요일및법정공휴일","공공도서관","37.63005002","127.0175582","","안녕하십니까. <p>  도심속의 쉼터 수유문화정보도서관은 지역주민의 문화와 정보화수준향상을 위해 강북구에서 설립하고 강북구도시관리공단에서 운영하는 정보도서관으로서 2010년 개관한 이래로 강북지역 공공도서관으로서의 역할을 다하기 위해 항상 노력하고 있습니다.<p>  앞으로도 우리 수유문화정보도서관은 지역주민여러분에게 보다 다양한 정보와 자료 그리고 최상의 서비스를 제공하고자 최선을 다하여 강북구만이 가지고 있는 지역적 문화적 특성을 살린 종합정보도서관으로서의 그 역할을 다하겠습니다.<p>  구민의 발전적이고 애정 어린 조언과 격려를 부탁드리는 바입니다.<p>  감사합니다. ","20100811"," 서울시민 서울 소재 학교 및 직장 ","1관당 5권 이내(총35권)  기본 14일 연기 7일 ","",""
"1588","씽크엘작은도서관","0021","강북구","서울특별시 강북구 삼양로 54길 92 2층3층4층","02-981-4620","","http://thinkel.modoo.at/","평일 : 10:00~19:00 주말 : 10:00~19:00","월요일일요일","작은도서관","37.62289462","127.0231387","","","","","","",""
"2428","엘림 작은도서관","0021","강북구","서울특별시 강북구 도봉로34길 43-13(미아동)","","","","평일 : 13:00~19:00 주말 : 13:00~19:00","토 일요일","작은도서관","37.6229751","127.0280148","","","","","","",""
"1270","오패산마을공동체마을꿈터도서관","0021","강북구","서울특별시 강북구 오현로 31 삼화그린빌 102호","070-7646-0093","","http://cafe.daum.net/gbnanum","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일","작은도서관","37.6166993","127.0336376","","","20130405","","","",""
"164","우리동네작은도서관","0021","강북구","서울특별시 강북구 덕릉로40다길 13 번동제일교회 선교 교육관 2층 526-59","070-4200-0140","","http://cafe.naver.com/bundongkids","평일 : 13:00~19:00 주말 : 11:00~15:00","토요일법정 공휴일","작은도서관","37.62744406","127.0465354","","","20090616","","","",""
"179","우이동새마을문고","0021","강북구","서울특별시 강북구 삼양로 139길 49 우이동주민센터 2층","02-3778-4918","","http://moongo.gangbuk.go.kr/www/com/?libno=12","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.66370709","127.0123551","","","19950301","","","",""
"2173","작은도서관 별찌","0021","강북구","서울특별시 강북구 오현로 45 꿈의숲해링턴 111동 104호","","","","평일 : 10:00~17:00 주말 :","토일요일 공휴일","작은도서관","37.6169360383619","127.034609708112","","","","","","",""
"1979","작은도서관두루","0021","강북구","서울특별시 강북구 삼양로 73길 23 2층 2층","02-901-0239","","","평일 : 13:00~19:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.62946981","127.0197854","","","","","","",""
"1264","작은도서관책이랑놀자","0021","강북구","서울특별시 강북구 삼양로 79길 19-3 수유동","02-903-6604","","cafe.daum.net/glife1995","평일 : 09:00~18:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.6310508","127.0187333","","","20030221","","","",""
"166","작은도서관함께놀자","0021","강북구","서울특별시 강북구 인수봉로72길 4(수유동 극동아파트) 상가 13동 3층 2호 113동(상가동) 3층 2호","02-999-2207","","http://www.booknplay.org","평일 : 13:00~17:30 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.6417896750402","127.012304837614","","","20100111","","","",""
