통계년월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202105,부산광역시,해운대구,뇌병변,심한 장애,1265
202105,부산광역시,해운대구,자폐성,심한 장애,280
202105,부산광역시,해운대구,정신,심한 장애,798
202105,부산광역시,해운대구,신장,심한 장애,560
202105,부산광역시,해운대구,심장,심한 장애,44
202105,부산광역시,해운대구,지체,심한 장애,1677
202105,부산광역시,해운대구,호흡기,심한 장애,109
202105,부산광역시,해운대구,간,심한 장애,10
202105,부산광역시,해운대구,안면,심한 장애,12
202105,부산광역시,해운대구,장루.요루,심한 장애,13
202105,부산광역시,해운대구,뇌전증,심한 장애,18
202105,부산광역시,해운대구,지체,심하지 않은 장애,6009
202105,부산광역시,해운대구,시각,심하지 않은 장애,1435
202105,부산광역시,해운대구,시각,심한 장애,361
202105,부산광역시,해운대구,청각,심하지 않은 장애,1995
202105,부산광역시,해운대구,언어,심하지 않은 장애,84
202105,부산광역시,해운대구,뇌병변,심하지 않은 장애,834
202105,부산광역시,해운대구,신장,심하지 않은 장애,228
202105,부산광역시,해운대구,심장,심하지 않은 장애,8
202105,부산광역시,해운대구,호흡기,심하지 않은 장애,6
202105,부산광역시,해운대구,간,심하지 않은 장애,104
202105,부산광역시,해운대구,안면,심하지 않은 장애,10
202105,부산광역시,해운대구,장루.요루,심하지 않은 장애,104
202105,부산광역시,해운대구,뇌전증,심하지 않은 장애,47
202105,부산광역시,해운대구,청각,심한 장애,517
202105,부산광역시,해운대구,언어,심한 장애,100
202105,부산광역시,해운대구,지적,심한 장애,1160
202105,부산광역시,사하구,뇌병변,심한 장애,1049
202105,부산광역시,사하구,자폐성,심한 장애,186
202105,부산광역시,사하구,정신,심한 장애,1008
202105,부산광역시,사하구,신장,심한 장애,619
202105,부산광역시,사하구,지체,심한 장애,1760
202105,부산광역시,사하구,심장,심한 장애,40
202105,부산광역시,사하구,호흡기,심한 장애,86
202105,부산광역시,사하구,간,심한 장애,10
202105,부산광역시,사하구,안면,심한 장애,19
202105,부산광역시,사하구,장루.요루,심한 장애,8
202105,부산광역시,사하구,뇌전증,심한 장애,14
202105,부산광역시,사하구,지체,심하지 않은 장애,6333
202105,부산광역시,사하구,시각,심하지 않은 장애,1482
202105,부산광역시,사하구,청각,심하지 않은 장애,1820
202105,부산광역시,사하구,언어,심하지 않은 장애,58
202105,부산광역시,사하구,시각,심한 장애,344
202105,부산광역시,사하구,뇌병변,심하지 않은 장애,781
202105,부산광역시,사하구,신장,심하지 않은 장애,186
202105,부산광역시,사하구,심장,심하지 않은 장애,6
202105,부산광역시,사하구,호흡기,심하지 않은 장애,2
202105,부산광역시,사하구,간,심하지 않은 장애,69
202105,부산광역시,사하구,안면,심하지 않은 장애,9
202105,부산광역시,사하구,장루.요루,심하지 않은 장애,96
202105,부산광역시,사하구,뇌전증,심하지 않은 장애,44
202105,부산광역시,사하구,청각,심한 장애,524
202105,부산광역시,사하구,언어,심한 장애,63
202105,부산광역시,사하구,지적,심한 장애,1232
202105,부산광역시,금정구,뇌병변,심한 장애,815
202105,부산광역시,금정구,자폐성,심한 장애,140
202105,부산광역시,금정구,정신,심한 장애,576
202105,부산광역시,금정구,신장,심한 장애,379
202105,부산광역시,금정구,심장,심한 장애,30
202105,부산광역시,금정구,지체,심한 장애,944
202105,부산광역시,금정구,호흡기,심한 장애,65
202105,부산광역시,금정구,간,심한 장애,3
202105,부산광역시,금정구,안면,심한 장애,1
202105,부산광역시,금정구,장루.요루,심한 장애,7
202105,부산광역시,금정구,뇌전증,심한 장애,11
202105,부산광역시,금정구,지체,심하지 않은 장애,3820
202105,부산광역시,금정구,시각,심하지 않은 장애,1015
202105,부산광역시,금정구,청각,심하지 않은 장애,1499
202105,부산광역시,금정구,시각,심한 장애,235
202105,부산광역시,금정구,언어,심하지 않은 장애,44
202105,부산광역시,금정구,뇌병변,심하지 않은 장애,555
202105,부산광역시,금정구,신장,심하지 않은 장애,110
202105,부산광역시,금정구,심장,심하지 않은 장애,5
202105,부산광역시,금정구,호흡기,심하지 않은 장애,2
202105,부산광역시,금정구,간,심하지 않은 장애,70
202105,부산광역시,금정구,안면,심하지 않은 장애,10
202105,부산광역시,금정구,장루.요루,심하지 않은 장애,76
202105,부산광역시,금정구,뇌전증,심하지 않은 장애,25
202105,부산광역시,금정구,청각,심한 장애,343
202105,부산광역시,금정구,언어,심한 장애,59
202105,부산광역시,금정구,지적,심한 장애,892
202105,부산광역시,강서구,지적,심한 장애,462
202105,부산광역시,강서구,뇌병변,심한 장애,323
202105,부산광역시,강서구,자폐성,심한 장애,117
202105,부산광역시,강서구,정신,심한 장애,125
202105,부산광역시,강서구,지체,심한 장애,474
202105,부산광역시,강서구,신장,심한 장애,113
202105,부산광역시,강서구,심장,심한 장애,10
202105,부산광역시,강서구,호흡기,심한 장애,19
202105,부산광역시,강서구,간,심한 장애,1
202105,부산광역시,강서구,안면,심한 장애,4
202105,부산광역시,강서구,장루.요루,심한 장애,2
202105,부산광역시,강서구,지체,심하지 않은 장애,1937
202105,부산광역시,강서구,시각,심하지 않은 장애,455
202105,부산광역시,강서구,청각,심하지 않은 장애,510
202105,부산광역시,강서구,언어,심하지 않은 장애,28
202105,부산광역시,강서구,뇌병변,심하지 않은 장애,204
202105,부산광역시,강서구,신장,심하지 않은 장애,69
202105,부산광역시,강서구,시각,심한 장애,57
202105,부산광역시,강서구,심장,심하지 않은 장애,2
202105,부산광역시,강서구,호흡기,심하지 않은 장애,1
202105,부산광역시,강서구,간,심하지 않은 장애,37
202105,부산광역시,강서구,안면,심하지 않은 장애,3
202105,부산광역시,강서구,장루.요루,심하지 않은 장애,24
202105,부산광역시,강서구,뇌전증,심하지 않은 장애,5
202105,부산광역시,강서구,청각,심한 장애,139
202105,부산광역시,강서구,언어,심한 장애,23
202105,부산광역시,연제구,지적,심한 장애,727
202105,부산광역시,연제구,뇌병변,심한 장애,601
202105,부산광역시,연제구,자폐성,심한 장애,121
202105,부산광역시,연제구,정신,심한 장애,403
202105,부산광역시,연제구,신장,심한 장애,329
202105,부산광역시,연제구,심장,심한 장애,15
202105,부산광역시,연제구,호흡기,심한 장애,60
202105,부산광역시,연제구,간,심한 장애,8
202105,부산광역시,연제구,안면,심한 장애,3
202105,부산광역시,연제구,장루.요루,심한 장애,2
202105,부산광역시,연제구,시각,심한 장애,155
202105,부산광역시,연제구,뇌전증,심한 장애,4
202105,부산광역시,연제구,지체,심하지 않은 장애,3380
202105,부산광역시,연제구,시각,심하지 않은 장애,892
202105,부산광역시,연제구,청각,심하지 않은 장애,1124
202105,부산광역시,연제구,지체,심한 장애,766
202105,부산광역시,연제구,언어,심하지 않은 장애,50
202105,부산광역시,연제구,뇌병변,심하지 않은 장애,502
202105,부산광역시,연제구,신장,심하지 않은 장애,129
202105,부산광역시,연제구,호흡기,심하지 않은 장애,1
202105,부산광역시,연제구,간,심하지 않은 장애,43
202105,부산광역시,연제구,안면,심하지 않은 장애,7
202105,부산광역시,연제구,청각,심한 장애,282
202105,부산광역시,연제구,장루.요루,심하지 않은 장애,65
202105,부산광역시,연제구,뇌전증,심하지 않은 장애,17
202105,부산광역시,연제구,언어,심한 장애,43
202105,부산광역시,수영구,지적,심한 장애,484
202105,부산광역시,수영구,뇌병변,심한 장애,576
202105,부산광역시,수영구,지체,심한 장애,687
202105,부산광역시,수영구,자폐성,심한 장애,148
202105,부산광역시,수영구,정신,심한 장애,364
202105,부산광역시,수영구,신장,심한 장애,312
202105,부산광역시,수영구,심장,심한 장애,18
202105,부산광역시,수영구,호흡기,심한 장애,41
202105,부산광역시,수영구,간,심한 장애,5
202105,부산광역시,수영구,안면,심한 장애,4
202105,부산광역시,수영구,장루.요루,심한 장애,5
202105,부산광역시,수영구,뇌전증,심한 장애,4
202105,부산광역시,수영구,지체,심하지 않은 장애,2832
202105,부산광역시,수영구,시각,심하지 않은 장애,733
202105,부산광역시,수영구,청각,심하지 않은 장애,914
202105,부산광역시,수영구,언어,심하지 않은 장애,36
202105,부산광역시,수영구,시각,심한 장애,144
202105,부산광역시,수영구,뇌병변,심하지 않은 장애,390
202105,부산광역시,수영구,신장,심하지 않은 장애,110
202105,부산광역시,수영구,심장,심하지 않은 장애,3
202105,부산광역시,수영구,호흡기,심하지 않은 장애,3
202105,부산광역시,수영구,간,심하지 않은 장애,37
202105,부산광역시,수영구,안면,심하지 않은 장애,9
202105,부산광역시,수영구,장루.요루,심하지 않은 장애,51
202105,부산광역시,수영구,뇌전증,심하지 않은 장애,10
202105,부산광역시,수영구,청각,심한 장애,264
202105,부산광역시,수영구,언어,심한 장애,37
202105,부산광역시,사상구,뇌병변,심한 장애,814
202105,부산광역시,사상구,자폐성,심한 장애,122
202105,부산광역시,사상구,지체,심한 장애,1392
202105,부산광역시,사상구,정신,심한 장애,716
202105,부산광역시,사상구,신장,심한 장애,368
202105,부산광역시,사상구,심장,심한 장애,26
202105,부산광역시,사상구,호흡기,심한 장애,64
202105,부산광역시,사상구,간,심한 장애,8
202105,부산광역시,사상구,안면,심한 장애,11
202105,부산광역시,사상구,장루.요루,심한 장애,10
202105,부산광역시,사상구,뇌전증,심한 장애,16
202105,부산광역시,사상구,지체,심하지 않은 장애,4946
202105,부산광역시,사상구,시각,심하지 않은 장애,1019
202105,부산광역시,사상구,청각,심하지 않은 장애,1245
202105,부산광역시,사상구,언어,심하지 않은 장애,65
202105,부산광역시,사상구,시각,심한 장애,264
202105,부산광역시,사상구,뇌병변,심하지 않은 장애,591
202105,부산광역시,사상구,신장,심하지 않은 장애,136
202105,부산광역시,사상구,심장,심하지 않은 장애,6
202105,부산광역시,사상구,호흡기,심하지 않은 장애,5
202105,부산광역시,사상구,간,심하지 않은 장애,43
202105,부산광역시,사상구,안면,심하지 않은 장애,17
202105,부산광역시,사상구,장루.요루,심하지 않은 장애,67
202105,부산광역시,사상구,뇌전증,심하지 않은 장애,38
202105,부산광역시,사상구,청각,심한 장애,389
202105,부산광역시,사상구,언어,심한 장애,54
202105,부산광역시,사상구,지적,심한 장애,1023
202105,부산광역시,기장군,지체,심한 장애,888
202105,부산광역시,기장군,뇌병변,심한 장애,577
202105,부산광역시,기장군,자폐성,심한 장애,137
202105,부산광역시,기장군,정신,심한 장애,265
202105,부산광역시,기장군,신장,심한 장애,254
202105,부산광역시,기장군,심장,심한 장애,17
202105,부산광역시,기장군,호흡기,심한 장애,41
202105,부산광역시,기장군,간,심한 장애,5
202105,부산광역시,기장군,안면,심한 장애,4
202105,부산광역시,기장군,장루.요루,심한 장애,7
202105,부산광역시,기장군,뇌전증,심한 장애,8
202105,부산광역시,기장군,지체,심하지 않은 장애,3081
202105,부산광역시,기장군,시각,심하지 않은 장애,668
202105,부산광역시,기장군,청각,심하지 않은 장애,804
202105,부산광역시,기장군,시각,심한 장애,138
202105,부산광역시,기장군,언어,심하지 않은 장애,39
202105,부산광역시,기장군,뇌병변,심하지 않은 장애,367
202105,부산광역시,기장군,신장,심하지 않은 장애,84
202105,부산광역시,기장군,심장,심하지 않은 장애,5
202105,부산광역시,기장군,호흡기,심하지 않은 장애,1
202105,부산광역시,기장군,간,심하지 않은 장애,42
202105,부산광역시,기장군,안면,심하지 않은 장애,6
202105,부산광역시,기장군,장루.요루,심하지 않은 장애,47
202105,부산광역시,기장군,뇌전증,심하지 않은 장애,14
202105,부산광역시,기장군,청각,심한 장애,240
202105,부산광역시,기장군,언어,심한 장애,45
202105,부산광역시,기장군,지적,심한 장애,670
202105,대구광역시,중구,뇌병변,심한 장애,245
202105,대구광역시,중구,자폐성,심한 장애,32
202105,대구광역시,중구,정신,심한 장애,156
202105,대구광역시,중구,신장,심한 장애,120
202105,대구광역시,중구,지체,심한 장애,315
202105,대구광역시,중구,심장,심한 장애,5
202105,대구광역시,중구,호흡기,심한 장애,12
202105,대구광역시,중구,간,심한 장애,2
202105,대구광역시,중구,안면,심한 장애,1
202105,대구광역시,중구,장루.요루,심한 장애,2
202105,대구광역시,중구,뇌전증,심한 장애,1
202105,대구광역시,중구,지체,심하지 않은 장애,1272
202105,대구광역시,중구,시각,심한 장애,97
202105,대구광역시,중구,시각,심하지 않은 장애,312
202105,대구광역시,중구,청각,심하지 않은 장애,697
202105,대구광역시,중구,언어,심하지 않은 장애,17
202105,대구광역시,중구,뇌병변,심하지 않은 장애,204
202105,대구광역시,중구,신장,심하지 않은 장애,41
202105,대구광역시,중구,심장,심하지 않은 장애,4
202105,대구광역시,중구,간,심하지 않은 장애,17
202105,대구광역시,중구,안면,심하지 않은 장애,1
202105,대구광역시,중구,장루.요루,심하지 않은 장애,16
202105,대구광역시,중구,뇌전증,심하지 않은 장애,4
202105,대구광역시,중구,청각,심한 장애,135
202105,대구광역시,중구,언어,심한 장애,16
202105,대구광역시,중구,지적,심한 장애,260
202105,대구광역시,동구,뇌병변,심한 장애,1111
202105,대구광역시,동구,지체,심한 장애,1561
202105,대구광역시,동구,자폐성,심한 장애,195
202105,대구광역시,동구,정신,심한 장애,957
202105,대구광역시,동구,신장,심한 장애,566
202105,대구광역시,동구,심장,심한 장애,25
202105,대구광역시,동구,호흡기,심한 장애,74
202105,대구광역시,동구,간,심한 장애,5
202105,대구광역시,동구,안면,심한 장애,9
202105,대구광역시,동구,장루.요루,심한 장애,13
202105,대구광역시,동구,뇌전증,심한 장애,16
202105,대구광역시,동구,지체,심하지 않은 장애,6571
202105,대구광역시,동구,시각,심하지 않은 장애,1583
202105,대구광역시,동구,청각,심하지 않은 장애,3362
202105,대구광역시,동구,언어,심하지 않은 장애,118
202105,대구광역시,동구,뇌병변,심하지 않은 장애,838
202105,대구광역시,동구,신장,심하지 않은 장애,180
202105,대구광역시,동구,시각,심한 장애,361
202105,대구광역시,동구,심장,심하지 않은 장애,12
202105,대구광역시,동구,호흡기,심하지 않은 장애,2
202105,대구광역시,동구,간,심하지 않은 장애,101
202105,대구광역시,동구,안면,심하지 않은 장애,8
202105,대구광역시,동구,장루.요루,심하지 않은 장애,81
202105,대구광역시,동구,뇌전증,심하지 않은 장애,31
202105,대구광역시,동구,청각,심한 장애,640
202105,대구광역시,동구,언어,심한 장애,94
202105,대구광역시,동구,지적,심한 장애,1893
202105,대구광역시,서구,지적,심한 장애,949
202105,대구광역시,서구,뇌병변,심한 장애,644
202105,대구광역시,서구,자폐성,심한 장애,64
202105,대구광역시,서구,정신,심한 장애,515
202105,대구광역시,서구,신장,심한 장애,326
202105,대구광역시,서구,심장,심한 장애,17
202105,대구광역시,서구,호흡기,심한 장애,25
202105,대구광역시,서구,간,심한 장애,5
202105,대구광역시,서구,안면,심한 장애,7
202105,대구광역시,서구,장루.요루,심한 장애,5
202105,대구광역시,서구,시각,심한 장애,164
202105,대구광역시,서구,뇌전증,심한 장애,12
202105,대구광역시,서구,지체,심하지 않은 장애,4034
202105,대구광역시,서구,시각,심하지 않은 장애,985
202105,대구광역시,서구,청각,심하지 않은 장애,1960
202105,대구광역시,서구,언어,심하지 않은 장애,56
202105,대구광역시,서구,뇌병변,심하지 않은 장애,534
202105,대구광역시,서구,신장,심하지 않은 장애,75
202105,대구광역시,서구,심장,심하지 않은 장애,5
202105,대구광역시,서구,호흡기,심하지 않은 장애,1
202105,대구광역시,서구,간,심하지 않은 장애,48
202105,대구광역시,서구,안면,심하지 않은 장애,4
202105,대구광역시,서구,장루.요루,심하지 않은 장애,54
202105,대구광역시,서구,청각,심한 장애,409
202105,대구광역시,서구,뇌전증,심하지 않은 장애,30
202105,대구광역시,서구,언어,심한 장애,45
202105,대구광역시,서구,지체,심한 장애,800
202105,대구광역시,남구,지적,심한 장애,746
202105,대구광역시,남구,지체,심한 장애,620
202105,대구광역시,남구,뇌병변,심한 장애,558
202105,대구광역시,남구,자폐성,심한 장애,74
202105,대구광역시,남구,정신,심한 장애,475
202105,대구광역시,남구,신장,심한 장애,285
202105,대구광역시,남구,심장,심한 장애,12
202105,대구광역시,남구,호흡기,심한 장애,34
202105,대구광역시,남구,간,심한 장애,2
202105,대구광역시,남구,시각,심한 장애,188
202105,대구광역시,남구,안면,심한 장애,2
202105,대구광역시,남구,장루.요루,심한 장애,7
202105,대구광역시,남구,뇌전증,심한 장애,7
202105,대구광역시,남구,지체,심하지 않은 장애,2884
202105,대구광역시,남구,시각,심하지 않은 장애,766
202105,대구광역시,남구,청각,심하지 않은 장애,1838
202105,대구광역시,남구,언어,심하지 않은 장애,41
202105,대구광역시,남구,뇌병변,심하지 않은 장애,410
202105,대구광역시,남구,정신,심하지 않은 장애,1
202105,대구광역시,남구,신장,심하지 않은 장애,68
202105,대구광역시,남구,심장,심하지 않은 장애,4
202105,대구광역시,남구,호흡기,심하지 않은 장애,2
202105,대구광역시,남구,간,심하지 않은 장애,36
202105,대구광역시,남구,안면,심하지 않은 장애,5
202105,대구광역시,남구,청각,심한 장애,322
202105,대구광역시,남구,장루.요루,심하지 않은 장애,47
202105,대구광역시,남구,뇌전증,심하지 않은 장애,18
202105,대구광역시,남구,언어,심한 장애,46
202105,대구광역시,북구,지적,심한 장애,1727
202105,대구광역시,북구,지체,심한 장애,1876
202105,대구광역시,북구,뇌병변,심한 장애,1260
202105,대구광역시,북구,자폐성,심한 장애,276
202105,대구광역시,북구,정신,심한 장애,945
202105,대구광역시,북구,신장,심한 장애,609
202105,대구광역시,북구,심장,심한 장애,32
202105,대구광역시,북구,호흡기,심한 장애,67
202105,대구광역시,북구,간,심한 장애,8
202105,대구광역시,북구,안면,심한 장애,16
202105,대구광역시,북구,장루.요루,심한 장애,9
202105,대구광역시,북구,뇌전증,심한 장애,18
202105,대구광역시,북구,지체,심하지 않은 장애,7534
202105,대구광역시,북구,시각,심하지 않은 장애,1627
202105,대구광역시,북구,청각,심하지 않은 장애,3306
202105,대구광역시,북구,시각,심한 장애,331
202105,대구광역시,북구,언어,심하지 않은 장애,93
202105,대구광역시,북구,뇌병변,심하지 않은 장애,954
202105,대구광역시,북구,신장,심하지 않은 장애,221
202105,대구광역시,북구,심장,심하지 않은 장애,10
202105,대구광역시,북구,호흡기,심하지 않은 장애,2
202105,대구광역시,북구,간,심하지 않은 장애,121
202105,대구광역시,북구,안면,심하지 않은 장애,11
202105,대구광역시,북구,장루.요루,심하지 않은 장애,87
202105,대구광역시,북구,뇌전증,심하지 않은 장애,34
202105,대구광역시,북구,청각,심한 장애,689
202105,대구광역시,북구,언어,심한 장애,112
202105,대구광역시,수성구,지적,심한 장애,1423
202105,대구광역시,수성구,지체,심한 장애,1415
202105,대구광역시,수성구,뇌병변,심한 장애,1234
202105,대구광역시,수성구,자폐성,심한 장애,241
202105,대구광역시,수성구,정신,심한 장애,852
202105,대구광역시,수성구,신장,심한 장애,596
202105,대구광역시,수성구,심장,심한 장애,32
202105,대구광역시,수성구,호흡기,심한 장애,69
202105,대구광역시,수성구,간,심한 장애,5
202105,대구광역시,수성구,시각,심한 장애,341
202105,대구광역시,수성구,안면,심한 장애,8
202105,대구광역시,수성구,장루.요루,심한 장애,3
202105,대구광역시,수성구,뇌전증,심한 장애,19
202105,대구광역시,수성구,지체,심하지 않은 장애,5642
202105,대구광역시,수성구,시각,심하지 않은 장애,1367
202105,대구광역시,수성구,청각,심하지 않은 장애,3018
202105,대구광역시,수성구,언어,심하지 않은 장애,62
202105,대구광역시,수성구,뇌병변,심하지 않은 장애,721
202105,대구광역시,수성구,정신,심하지 않은 장애,1
202105,대구광역시,수성구,신장,심하지 않은 장애,261
202105,대구광역시,수성구,심장,심하지 않은 장애,11
202105,대구광역시,수성구,청각,심한 장애,586
202105,대구광역시,수성구,호흡기,심하지 않은 장애,2
202105,대구광역시,수성구,간,심하지 않은 장애,109
202105,대구광역시,수성구,안면,심하지 않은 장애,6
202105,대구광역시,수성구,장루.요루,심하지 않은 장애,96
202105,대구광역시,수성구,뇌전증,심하지 않은 장애,35
202105,대구광역시,수성구,언어,심한 장애,73
202105,대구광역시,달서구,뇌병변,심한 장애,1675
202105,대구광역시,달서구,자폐성,심한 장애,293
202105,대구광역시,달서구,정신,심한 장애,1394
202105,대구광역시,달서구,지체,심한 장애,2412
202105,대구광역시,달서구,신장,심한 장애,886
202105,대구광역시,달서구,심장,심한 장애,39
202105,대구광역시,달서구,호흡기,심한 장애,92
202105,대구광역시,달서구,간,심한 장애,7
202105,대구광역시,달서구,안면,심한 장애,18
202105,대구광역시,달서구,장루.요루,심한 장애,12
202105,대구광역시,달서구,뇌전증,심한 장애,31
202105,대구광역시,달서구,지체,심하지 않은 장애,9048
202105,대구광역시,달서구,시각,심하지 않은 장애,2216
202105,대구광역시,달서구,시각,심한 장애,545
202105,대구광역시,달서구,청각,심하지 않은 장애,4322
202105,대구광역시,달서구,언어,심하지 않은 장애,113
202105,대구광역시,달서구,뇌병변,심하지 않은 장애,1138
202105,대구광역시,달서구,신장,심하지 않은 장애,307
202105,대구광역시,달서구,심장,심하지 않은 장애,14
202105,대구광역시,달서구,호흡기,심하지 않은 장애,3
202105,대구광역시,달서구,간,심하지 않은 장애,172
202105,대구광역시,달서구,안면,심하지 않은 장애,15
202105,대구광역시,달서구,장루.요루,심하지 않은 장애,121
202105,대구광역시,달서구,뇌전증,심하지 않은 장애,57
202105,대구광역시,달서구,청각,심한 장애,1085
202105,대구광역시,달서구,언어,심한 장애,126
202105,대구광역시,달서구,지적,심한 장애,2310
202105,대구광역시,달성군,뇌병변,심한 장애,691
202105,대구광역시,달성군,자폐성,심한 장애,115
202105,대구광역시,달성군,정신,심한 장애,714
202105,대구광역시,달성군,신장,심한 장애,303
202105,대구광역시,달성군,지체,심한 장애,1053
202105,대구광역시,달성군,심장,심한 장애,13
202105,대구광역시,달성군,호흡기,심한 장애,42
202105,대구광역시,달성군,간,심한 장애,1
202105,대구광역시,달성군,안면,심한 장애,9
202105,대구광역시,달성군,장루.요루,심한 장애,7
202105,대구광역시,달성군,뇌전증,심한 장애,11
202105,대구광역시,달성군,지체,심하지 않은 장애,4220
202105,대구광역시,달성군,시각,심한 장애,160
202105,대구광역시,달성군,시각,심하지 않은 장애,893
202105,대구광역시,달성군,청각,심하지 않은 장애,1847
202105,대구광역시,달성군,언어,심하지 않은 장애,53
202105,대구광역시,달성군,뇌병변,심하지 않은 장애,459
202105,대구광역시,달성군,신장,심하지 않은 장애,126
202105,대구광역시,달성군,심장,심하지 않은 장애,6
202105,대구광역시,달성군,호흡기,심하지 않은 장애,1
202105,대구광역시,달성군,간,심하지 않은 장애,62
202105,대구광역시,달성군,안면,심하지 않은 장애,16
202105,대구광역시,달성군,장루.요루,심하지 않은 장애,59
202105,대구광역시,달성군,뇌전증,심하지 않은 장애,16
202105,대구광역시,달성군,청각,심한 장애,489
202105,대구광역시,달성군,언어,심한 장애,62
202105,대구광역시,달성군,지적,심한 장애,1120
202105,인천광역시,중구,지체,심한 장애,549
202105,인천광역시,중구,뇌병변,심한 장애,303
202105,인천광역시,중구,자폐성,심한 장애,52
202105,인천광역시,중구,정신,심한 장애,162
202105,인천광역시,중구,신장,심한 장애,174
202105,인천광역시,중구,심장,심한 장애,6
202105,인천광역시,중구,호흡기,심한 장애,20
202105,인천광역시,중구,간,심한 장애,4
202105,인천광역시,중구,안면,심한 장애,2
202105,인천광역시,중구,장루.요루,심한 장애,5
202105,인천광역시,중구,뇌전증,심한 장애,2
202105,인천광역시,중구,지체,심하지 않은 장애,2483
202105,인천광역시,중구,시각,심하지 않은 장애,560
202105,인천광역시,중구,청각,심하지 않은 장애,844
202105,인천광역시,중구,언어,심하지 않은 장애,26
202105,인천광역시,중구,시각,심한 장애,106
202105,인천광역시,중구,뇌병변,심하지 않은 장애,239
202105,인천광역시,중구,신장,심하지 않은 장애,54
202105,인천광역시,중구,심장,심하지 않은 장애,6
202105,인천광역시,중구,간,심하지 않은 장애,34
202105,인천광역시,중구,안면,심하지 않은 장애,2
202105,인천광역시,중구,장루.요루,심하지 않은 장애,42
202105,인천광역시,중구,뇌전증,심하지 않은 장애,16
202105,인천광역시,중구,청각,심한 장애,214
202105,인천광역시,중구,언어,심한 장애,31
202105,인천광역시,중구,지적,심한 장애,425
202105,인천광역시,동구,지적,심한 장애,301
202105,인천광역시,동구,뇌병변,심한 장애,189
202105,인천광역시,동구,자폐성,심한 장애,34
202105,인천광역시,동구,정신,심한 장애,159
202105,인천광역시,동구,신장,심한 장애,127
202105,인천광역시,동구,심장,심한 장애,5
202105,인천광역시,동구,호흡기,심한 장애,14
202105,인천광역시,동구,시각,심한 장애,92
202105,인천광역시,동구,안면,심한 장애,2
202105,인천광역시,동구,장루.요루,심한 장애,1
202105,인천광역시,동구,뇌전증,심한 장애,2
202105,인천광역시,동구,지체,심하지 않은 장애,1700
202105,인천광역시,동구,시각,심하지 않은 장애,296
202105,인천광역시,동구,청각,심하지 않은 장애,882
202105,인천광역시,동구,언어,심하지 않은 장애,16
202105,인천광역시,동구,뇌병변,심하지 않은 장애,181
202105,인천광역시,동구,신장,심하지 않은 장애,24
202105,인천광역시,동구,심장,심하지 않은 장애,2
202105,인천광역시,동구,호흡기,심하지 않은 장애,1
202105,인천광역시,동구,간,심하지 않은 장애,11
202105,인천광역시,동구,안면,심하지 않은 장애,4
202105,인천광역시,동구,장루.요루,심하지 않은 장애,24
202105,인천광역시,동구,청각,심한 장애,174
202105,인천광역시,동구,뇌전증,심하지 않은 장애,6
202105,인천광역시,동구,지체,심한 장애,498
202105,인천광역시,동구,언어,심한 장애,22
202105,인천광역시,미추홀구,지적,심한 장애,1597
202105,인천광역시,미추홀구,뇌병변,심한 장애,1163
202105,인천광역시,미추홀구,자폐성,심한 장애,212
202105,인천광역시,미추홀구,정신,심한 장애,703
202105,인천광역시,미추홀구,신장,심한 장애,748
202105,인천광역시,미추홀구,심장,심한 장애,28
202105,인천광역시,미추홀구,호흡기,심한 장애,103
202105,인천광역시,미추홀구,간,심한 장애,7
202105,인천광역시,미추홀구,안면,심한 장애,15
202105,인천광역시,미추홀구,시각,심한 장애,420
202105,인천광역시,미추홀구,장루.요루,심한 장애,15
202105,인천광역시,미추홀구,뇌전증,심한 장애,18
202105,인천광역시,미추홀구,지체,심하지 않은 장애,8689
202105,인천광역시,미추홀구,시각,심하지 않은 장애,1746
202105,인천광역시,미추홀구,청각,심하지 않은 장애,3255
202105,인천광역시,미추홀구,언어,심하지 않은 장애,136
202105,인천광역시,미추홀구,뇌병변,심하지 않은 장애,850
202105,인천광역시,미추홀구,정신,심하지 않은 장애,1
202105,인천광역시,미추홀구,청각,심한 장애,735
202105,인천광역시,미추홀구,신장,심하지 않은 장애,184
202105,인천광역시,미추홀구,심장,심하지 않은 장애,11
202105,인천광역시,미추홀구,호흡기,심하지 않은 장애,1
202105,인천광역시,미추홀구,간,심하지 않은 장애,83
202105,인천광역시,미추홀구,안면,심하지 않은 장애,10
202105,인천광역시,미추홀구,장루.요루,심하지 않은 장애,145
202105,인천광역시,미추홀구,뇌전증,심하지 않은 장애,53
202105,인천광역시,미추홀구,언어,심한 장애,109
202105,인천광역시,미추홀구,지체,심한 장애,1944
202105,인천광역시,연수구,지적,심한 장애,1081
202105,인천광역시,연수구,뇌병변,심한 장애,816
202105,인천광역시,연수구,자폐성,심한 장애,206
202105,인천광역시,연수구,정신,심한 장애,408
202105,인천광역시,연수구,신장,심한 장애,410
202105,인천광역시,연수구,심장,심한 장애,22
202105,인천광역시,연수구,호흡기,심한 장애,53
202105,인천광역시,연수구,간,심한 장애,3
202105,인천광역시,연수구,시각,심한 장애,234
202105,인천광역시,연수구,안면,심한 장애,4
202105,인천광역시,연수구,장루.요루,심한 장애,13
202105,인천광역시,연수구,뇌전증,심한 장애,10
202105,인천광역시,연수구,지체,심하지 않은 장애,5221
202105,인천광역시,연수구,시각,심하지 않은 장애,953
202105,인천광역시,연수구,청각,심하지 않은 장애,1570
